id,url,hostname,size (bytes),size (kilobytes),mimetype
74,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-highlights-consumer-merrill-en-merrill_rebrand_logo.svg,www2.bac-assets.com,0,0.0,image/svg+xml
75,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-highlights-consumer-deposits-en-bau_chk-lob_hl1_ar89d6xn_icon.svg,www2.bac-assets.com,0,0.0,image/svg+xml
76,https://aero.bankofamerica.com/30306/kurt.js,aero.bankofamerica.com,-1,-0.0009765625,application/x-javascript
77,https://boss.bankofamerica.com/30306/dis4.js,boss.bankofamerica.com,-1,-0.0009765625,application/x-javascript
78,https://dull.bankofamerica.com/boaa/porte.js,dull.bankofamerica.com,-1,-0.0009765625,application/x-javascript
79,https://boss.bankofamerica.com/30306/creanza.js,boss.bankofamerica.com,-1,-0.0009765625,application/x-javascript
80,https://aero.bankofamerica.com/30306/4aQ.js,aero.bankofamerica.com,-1,-0.0009765625,application/x-javascript
81,https://sofa.bankofamerica.com/eluminate?ci=90010394&st=1571168386684&vn1=4.2.7.1BOA&ec=utf-8&pi=homepage%3AContent%3APersonal%3Bhomepage_personal&ul=https%3A//www.bankofamerica.com&tid=9&cm_sp=GWM-SelfDirectedBrokerage-_-ME_Nav_BMH-_-G216LT00H4_L1_Nav_ME_Batch1_Gen_L1_Tile_243x105.jpg,sofa.bankofamerica.com,-1,-0.0009765625,image/gif
82,https://1359940.fls.doubleclick.net/activityi;dc_pre=CO_s2KyCn-UCFRSTswod3YUMSA;src=1359940;type=front061;cat=2014_704;ord=1;num=8866028668589.871,1359940.fls.doubleclick.net,-1,-0.0009765625,text/html
83,https://sofa.bankofamerica.com/eluminate?ci=90010394&st=1571168386684&vn1=4.2.7.1BOA&ec=utf-8&pi=homepage%3AContent%3APersonal%3Bhomepage_personal&ul=https%3A//www.bankofamerica.com&tid=9&cm_sp=DEP-BankingCenter-_-DENOVO-_-DKT1HZBZ01_Hero_NH_CR_Raleigh_MH_PROSPECT_mastheadCta&tid=9&cm_sp=Mobile%2520Omnibus-_-JDPower-_-MJT1HX1101_Engagement_Banner_MB_JDP_EB_022019_jdPowerFixed&tid=9&cm_sp=Cons-CC-_-NotAssigned-_-CCW5SZ5I01_SuperHighlights_ECLOrebrandG3_ecloGrayShlGp1Cta&tid=9&cm_sp=ESZ-EnterpriseSales-_-SSSS-_-EST2QU1301_Highlights_NH_NewtoBACv1Sept2019_new1HLCta,sofa.bankofamerica.com,-1,-0.0009765625,image/gif
84,https://sofa.bankofamerica.com/eluminate?ci=90010394&st=1571168386684&vn1=4.2.7.1BOA&ec=utf-8&pi=homepage%3AContent%3APersonal%3Bhomepage_personal&ul=https%3A//www.bankofamerica.com&tid=9&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1SXXI01_SuperHighlights_CustomMerch_mlbCustomMerchCtaShl&tid=9&cm_sp=eLend-Auto-ABPA-_-AutoLending-_-EWT1QSMS01_Highlights_NH_Auto_HL_G3_getStartedAutoLoanSHLCta&tid=9&cm_sp=DEP-Checking-_-NotAssigned-_-DCTAQT0N01_Highlights_NH_Checking_Feat_HL_G3_bauChkCtaHL&tid=9&cm_sp=GWM-SelfDirectedBrokerage-_-NotAssigned-_-G2T1QVMT01_Highlights_NH_Merrill_InvestYourWay_HL4_Ad_default_merrillEdgeHlCta,sofa.bankofamerica.com,-1,-0.0009765625,image/gif
85,https://aero.bankofamerica.com/30306/pHAQ?d=JTVCJTdCJTIyaWQlMjIlM0ElMjIyOSUyMiUyQyUyMmRhdGElMjIlM0ElN0IlMjJuYW1lJTIyJTNBJTIyVHlwZUVycm9yJTIyJTJDJTIybWVzc2FnZSUyMiUzQSUyMkNhbm5vdCUyMHJlYWQlMjBwcm9wZXJ0eSUyMCdyZXAnJTIwb2YlMjB1bmRlZmluZWQlMjIlMkMlMjJ0cmFjZSUyMiUzQSUyMiUyMCUyMCUyMCUyMGF0JTIwRCUyMChldmFsJTIwYXQlMjBhLm9ucmVhZHlzdGF0ZWNoYW5nZSUyMChodHRwcyUzQSUyRiUyRnRhZ3MudGlxY2RuLmNvbSUyRnV0YWclMkZib2ZhJTJGbWFpbiUyRnByb2QlMkZ1dGFnLjQ5LmpzJTNGdXR2JTNEdXQ0LjQ2LjIwMTcwODE3MTgwOCUzQTMlM0E1MzcpJTJDJTIwJTNDYW5vbnltb3VzJTNFJTNBMyUzQTM1MTcyKSUyMiUyQyUyMmhhc2hfaWQlMjIlM0ElMjJhYTI3ZmIzNzlmNGI4MjliMWM2YmU1NGY0MzFjNWIzMTU5NjJmNjI5YmVlOTRiMmZhNDQwZGQ0NTg4MTg5NmFiJTIyJTdEJTdEJTVE&cid=29&si=0&e=https%3A%2F%2Fwww.bankofamerica.com&LSESSIONID=jLd1oaYa4oQuciaBLhkp3jsMqP%2BSo3TcVky1EXavFtPX08UvNcNz48I%3D&t=jsonp&__tp=login&c=nfdttnuzurasqyby&eu=https%3A%2F%2Fwww.bankofamerica.com%2F,aero.bankofamerica.com,-1,-0.0009765625,text/javascript
86,https://aero.bankofamerica.com/30306/C5ib?d=JTVCJTdCJTIyaWQlMjIlM0ElMjI4JTIyJTJDJTIyZGF0YSUyMiUzQSU3QiUyMmNpZCUyMiUzQSUyMjglMjIlMkMlMjJ1JTIyJTNBJTIyaHR0cHMlM0ElMkYlMkZ3d3cuYmFua29mYW1lcmljYS5jb20lMkYlMjIlMkMlMjJyJTIyJTNBJTIyJTIyJTJDJTIycGlkJTIyJTNBOTUzMTgwNjElMkMlMjJmYyUyMiUzQTElMkMlMjJjbnVtJTIyJTNBMSUyQyUyMnRzJTIyJTNBMTU3MTE2ODM4NyUyQyUyMnJhbmQlMjIlM0E3MTc0MjglN0QlN0QlNUQ%3D&cid=8&si=0&e=https%3A%2F%2Fwww.bankofamerica.com&LSESSIONID=jLd1oaYa4oQuciaBLhkp3jsMqP%2BSo3TcVky1EXavFtPX08UvNcNz48I%3D&t=jsonp&__tp=login&c=ppznvhpwuxgyk_mb&eu=https%3A%2F%2Fwww.bankofamerica.com%2F,aero.bankofamerica.com,-1,-0.0009765625,text/javascript
87,https://aero.bankofamerica.com/30306/C5ib?d=JTVCJTdCJTIyaWQlMjIlM0ElMjIyOCUyMiUyQyUyMmRhdGElMjIlM0ElN0IlMjJzJTIyJTNBJTIyMDAyRTEyMDk4NzAwNURBMzdBQjUlMjIlN0QlN0QlNUQ%3D&cid=28&si=0&e=https%3A%2F%2Fwww.bankofamerica.com&LSESSIONID=jLd1oaYa4oQuciaBLhkp3jsMqP%2BSo3TcVky1EXavFtPX08UvNcNz48I%3D&t=jsonp&__tp=login&c=igndtoyhbezhcywi&eu=https%3A%2F%2Fwww.bankofamerica.com%2F,aero.bankofamerica.com,-1,-0.0009765625,text/javascript
